title,reference_text,generated_text,perplexity
Sour Cream Banana Pudding,"[""3 pkg. instant vanilla pudding"", ""5 c. milk"", ""1 medium size Cool Whip"", ""8 oz. pkg. sour cream"", ""vanilla wafers"", ""bananas""][""Mix pudding and milk until thick, then add Cool Whip and sour cream; mix well."", ""Put a thin layer of pudding in a bowl, then a layer of wafers, then bananas and continue until you get to the top and end with a layer of pudding.""]","Create a recipe for the dish Sour Cream Banana Pudding. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""] 


## Sour Cream Banana Pudding

**Ingredients:**

* 1 box (18.2 ounces) vanilla wafers
* 3 ripe bananas, sliced
* 1 (8 ounce) package cream cheese, softened
* 1 cup sour cream
* 1/2 cup granulated sugar
* 1 teaspoon vanilla extract

**Directions:**

1. In a 9x13 inch baking dish, layer half the vanilla wafers.
2. Top with half the sliced bananas.
3. In a medium bowl, beat together the cream cheese, sour cream, sugar, and vanilla extract until smooth.
4. Spread half of the cream cheese mixture over the banana layer.
5. Repeat layers with remaining vanilla wafers, bananas, and cream cheese mixture.
6. Refrigerate for at least 4 hours or overnight before serving.",3.935280814432422
Green Chile Casserole,"[""1 lb. Ortega green chiles"", ""1 lb. Cheddar cheese"", ""1 lb. Jack cheese"", ""4 Tbsp. flour"", ""1 large can evaporated milk"", ""2 eggs"", ""1/2 tsp. salt""][""Grate the cheeses together."", ""Butter baking dish and put open, seedless chiles flat on the bottom of pan."", ""Then put cheeses over the top, then do another layer of chiles, etc."", ""Finish with cheese on top."", ""Mix together in bowl the flour, milk, eggs and salt."", ""Pour this mixture over chiles and cheese."", ""Bake 45 minutes at 350\u00b0. This is for a 9 x 13-inch pan."", ""For a smaller serving, you may cut recipe in half."", ""You will be surprised how much this dish tastes like the true Mexican Chili Rellenos.""]","Create a recipe for the dish Green Chile Casserole. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]



## Green Chile Casserole

**[ingredients]:**
* 1 (10.75 ounce) can condensed cream of chicken soup
* 1/2 cup sour cream
* 1/2 cup milk
* 1 (4 ounce) can diced green chiles, undrained
* 1 cup shredded cheddar cheese
* 1/2 cup crushed tortilla chips
* 1/4 teaspoon salt
* 1/4 teaspoon black pepper

**[directions]:**
1. Preheat oven to 350 degrees F (175 degrees C).
2. In a medium bowl, combine the cream of chicken soup, sour cream, milk, green chiles, cheese, salt, and pepper. Stir until well combined.
3. Pour mixture into a 9x13 inch baking dish. 
4. Sprinkle crushed tortilla chips evenly over the top.
5. Bake in preheated oven for 20-25 minutes, or until bubbly and heated through.
6. Let stand for 5-10 minutes before serving.



Enjoy your Green Chile Casserole!",3.371613045169503
Broccoli Supreme,"[""10 oz. chopped frozen broccoli"", ""1/2 c. sour cream"", ""1 Tbsp. chopped onion"", ""1 can cream of chicken soup"", ""1/2 stick margarine"", ""1 Tbsp. flour"", ""3/4 c. herb dressing"", ""salt and pepper to taste""][""Cook broccoli; drain."", ""In a bowl, mix soup, sour cream, flour, onion, salt and pepper."", ""Heat."", ""Remove from heat."", ""Add broccoli; stir gently."", ""In a saucepan, melt margarine and add dressing."", ""Mix well."", ""Pour broccoli mixture into a 2-quart casserole dish."", ""Top with dressing mixture."", ""Bake at 350\u00b0 for 30 to 35 minutes."", ""Serves 6.""]","Create a recipe for the dish Broccoli Supreme. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Broccoli Supreme 

**[ingredients]:**

* 1 (10 ounce) package frozen chopped broccoli, thawed and drained
* 1 (10.75 ounce) can condensed cream of mushroom soup
* 1/2 cup milk
* 1/4 cup shredded cheddar cheese
* 1/4 teaspoon salt
* 1/4 teaspoon black pepper
* 1/4 cup French fried onions

**[directions]:**

1. Preheat oven to 350 degrees F (175 degrees C).
2. In a medium bowl, combine broccoli, soup, milk, cheese, salt, and pepper.
3. Pour mixture into a greased 8x8 inch baking dish.
4. Top with French fried onions.
5. Bake in preheated oven for 20-25 minutes, or until heated through and bubbly.",3.7107866593974945
Black Bean Soup,"[""1/2 c. olive oil"", ""4 cloves minced garlic"", ""1 lb. black beans"", ""3 qt. water"", ""1 1/2 tsp. dry oregano"", ""1 1/2 tsp. salt"", ""pinch of cayenne"", ""1/2 medium red or green bell pepper, chopped"", ""1 1/2 tsp. brown sugar (or more, if desired)"", ""sour cream"", ""1 1/2 c. chopped yellow onions"", ""1 meaty ham bone"", ""1 Tbsp. plus 1/2 tsp. ground cumin"", ""1 bay leaf"", ""1 tsp. fresh ground pepper"", ""3 Tbsp. chopped, fresh parsley"", ""1/8 c. dry sherry (or more, if desired)"", ""1 1/2 to 3 tsp. lemon juice (add to taste)"", ""green onions, chopped""][""Soak the black beans in water overnight."", ""Heat oil in a Dutch oven."", ""Add onions and garlic and cook over low heat until vegetables are tender, about 10 minutes."", ""Drain the beans."", ""Add the beans to the Dutch oven."", ""Add the ham bone and the water."", ""Stir in 1 tablespoon of cumin, oregano, bay leaf, salt, pepper, cayenne and 1 tablespoon of parsley."", ""Bring to a boil, reduce heat and cook, uncovered, until beans are very tender and the liquid is reduced by about 3/4."", ""This will take 1 1/2 to 2 hours."", ""If it requires a longer cooking time, the beans were probably old."", ""Transfer ham bone to plate and cool slightly."", ""Pull off any remaining meat with your fingers and shred."", ""Return meat to pot."", ""Stir in remaining parsley, red pepper, cumin, sherry, brown sugar and lemon juice. Simmer for another 30 minutes."", ""Taste."", ""Correct seasoning and serve very hot."", ""Garnish with dollop of sour cream and top with a sprinkle of green onions.""]","Create a recipe for the dish Black Bean Soup. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Black Bean Soup

**Ingredients:**

* 1 tablespoon olive oil
* 1 medium onion, chopped
* 2 cloves garlic, minced
* 1 teaspoon chili powder
* 1/2 teaspoon cumin
* 1/4 teaspoon smoked paprika
* 1/4 teaspoon cayenne pepper (optional)
* 1 (15-ounce) can black beans, rinsed and drained
* 4 cups vegetable broth
* 1 (14.5-ounce) can diced tomatoes, undrained
* Salt and pepper to taste
* Fresh cilantro, chopped (for garnish)

**Directions:**

1. Heat the olive oil in a large pot over medium heat. Add the onion and cook until softened, about 5 minutes. 
2. Add the garlic, chili powder, cumin, smoked paprika, and cayenne pepper (if using) and cook for 1 minute more, stirring constantly.
3. Stir in the black beans, vegetable broth, and diced tomatoes. Bring to a boil, then reduce heat to low and simmer for 20 minutes.
4. Use an immersion blender or transfer the soup to a regular blender and blend until smooth. (Be careful when blending hot liquids.)
5. Season with salt and pepper to taste.
6. Serve hot, garnished with fresh cilantro.



Let me know if you'd like me to modify the recipe in any way!",2.875558729105025
Hamburger Round-Up,"[""1 lb. hamburger meat"", ""4 medium potatoes"", ""seasoning to taste (can use seasoning salt)"", ""1 small onion"", ""1/4 c. water""][""Place meat, seasoning, onion and water in skillet over low fire."", ""Slice potatoes thin and place on top."", ""Put lid on skillet and cook until potatoes are done."", ""Stir into meat and simmer for 5 minutes.""]","Create a recipe for the dish Hamburger Round-Up. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]



##  Hamburger Round-Up 

[ingredients]: 
* 1 lb ground beef
* 1 medium onion, chopped
* 1 (15 ounce) can diced tomatoes, undrained
* 1/2 cup beef broth
* 1 tablespoon Worcestershire sauce
* 1 teaspoon chili powder
* 1/2 teaspoon garlic powder
* 1/4 teaspoon salt
* 1/4 teaspoon black pepper
* 12 hamburger buns

[directions]: 
1. In a large skillet over medium heat, brown the ground beef and onion. Drain off any excess grease.
2. Stir in the diced tomatoes, beef broth, Worcestershire sauce, chili powder, garlic powder, salt, and pepper.
3. Bring to a simmer and cook for 15-20 minutes, or until the sauce has thickened.
4. Serve the hamburger mixture on hamburger buns.",3.87735447136462
Fig Preserve Cake,"[""1 1/2 c. sugar"", ""2 c. all-purpose flour"", ""1 tsp. soda"", ""1 tsp. salt"", ""1 tsp. nutmeg"", ""1 tsp. cinnamon"", ""1/2 tsp. allspice"", ""1/2 tsp. cloves"", ""1 c. vegetable oil"", ""3 eggs"", ""1 c. buttermilk"", ""1 Tbsp. vanilla"", ""1 c. fig preserves, chopped"", ""1/2 c. chopped pecans or walnuts""][""Combine dry ingredients in a large mixing bowl. Add oil, beating well. Add eggs and beat well. Add buttermilk and vanilla, mixing thoroughly. Stir in preserves and pecans."", ""Pour into a greased and floured 10-inch tube pan. Bake at 350\u00b0 for 1 1/4 hours. Let cool 10 minutes and remove from pan. Pour warm Buttermilk Glaze over warm cake.""]","Create a recipe for the dish Fig Preserve Cake. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]


## Fig Preserve Cake

**[ingredients]:**

* 1 1/2 cups all-purpose flour
* 1 teaspoon baking powder
* 1/2 teaspoon baking soda
* 1/4 teaspoon salt
* 1/2 cup (1 stick) unsalted butter, softened
* 3/4 cup granulated sugar
* 2 large eggs
* 1 teaspoon vanilla extract
* 1/2 cup buttermilk
* 1 cup fig preserves 

**[directions]:**

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.
2. In a medium bowl, whisk together the flour, baking powder, baking soda, and salt.
3. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla. 
4. In a small bowl, whisk together the buttermilk and fig preserves.
5. Gradually add the dry ingredients to the wet ingredients, alternating with the buttermilk mixture, beginning and ending with the dry ingredients. Beat until just combined. 
6. Pour the batter into the prepared pan and spread evenly.
7. Bake for 30-35 minutes, or until a toothpick inserted into the center comes out clean.
8. Let the cake cool in the pan for 10 minutes before serving. Enjoy!",2.808580847743796
Christmas Party Pinwheels,"[""2 pkg (8 oz. each) cream cheese, softened"", ""1 pkg (4 oz.) ranch salad dressing mix"", ""1/2 cup minced sweet pepper"", ""1/2 cup minced celery"", ""1/4 cup sliced green olives"", ""1/4 cup sliced green onions"", ""2 to 4 (10 inch) flour tortillas""][""In mixing bowl, beat cream cheese and dressing mix until smooth."", ""Add red pepper, celery, onions and olives:"", ""mix well. Spread about 3/4 cup on each tortilla."", ""Roll up tightly; wrap in plastic wrap."", ""Refrigerate for at least 2 hours."", ""Slice into 1/2 inch pieces."", ""Yield 15 - 20 servings.""]","Create a recipe for the dish Christmas Party Pinwheels. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Christmas Party Pinwheels

**Ingredients:**

* 1 package (8 ounces) cream cheese, softened
* 1/2 cup butter, softened
* 1/2 cup sugar
* 1 teaspoon vanilla extract
* 2 cups flour
* 1/4 teaspoon salt
* 1/4 cup chopped pecans or walnuts (optional)
* Red and green food coloring

**Directions:**

1. In a large bowl, cream together the cream cheese, butter, and sugar until light and fluffy.
2. Beat in the vanilla extract.
3. In a separate bowl, whisk together the flour and salt. 
4. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Stir in the nuts, if desired.
5. Divide the dough in half. Tint one half red and the other half green with food coloring.
6. On a lightly floured surface, roll out each colored dough to a rectangle about 1/8 inch thick.
7. Place the red dough over the green dough and gently press together along the edges.
8. Starting at one short end, tightly roll the dough into a log.
9. Wrap the log in plastic wrap and refrigerate for at least 1 hour.
10. Preheat oven to 350 degrees F (175 degrees C).
11. Slice the chilled log into 1/4 inch thick pinwheels.
12. Place the pinwheels on an ungreased baking sheet.
13. Bake for 12-15 minutes, or until lightly golden brown.
14. Let cool on the baking sheet for a few minutes before serving.",2.936353380339916
Fruitcake Cookies,"[""1 1/2 c. flour (unsifted)"", ""1 tsp. soda"", ""1/2 tsp. salt"", ""1/2 tsp. cinnamon"", ""1/2 c. butter or margarine"", ""3/4 c. sugar"", ""2 eggs"", ""1 c. mixed candied fruit"", ""1 c. chopped dates"", ""3/4 c. chopped pecans"", ""1 tsp. brandy extract (vanilla may be used)""][""Sift together flour, soda, salt, and cinnamon."", ""Cream butter, gradually add sugar and cream until fluffy."", ""Add brandy extract then add eggs one at a time."", ""Add dry ingredients then fruit and nuts."", ""Drop by teaspoonfuls on lightly greased cookie sheets. Bake for 12 to 15 minutes at 350\u00b0.""]","Create a recipe for the dish Fruitcake Cookies. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Fruitcake Cookies

**Ingredients:**

* 1 cup (2 sticks) unsalted butter, softened
* 1 cup granulated sugar
* 1/2 cup packed light brown sugar
* 2 large eggs
* 1 teaspoon vanilla extract
* 2 1/4 cups all-purpose flour
* 1 teaspoon baking soda
* 1/2 teaspoon salt
* 1/2 cup chopped candied fruit (pineapple, cherries, citron)
* 1/2 cup chopped walnuts or pecans
* 1/4 cup raisins

**Directions:**

1. Preheat oven to 375 degrees F (190 degrees C). Line baking sheets with parchment paper.
2. In a large bowl, cream together the butter and sugars until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla.
3. In a separate bowl, whisk together the flour, baking soda, and salt. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. 
4. Stir in the candied fruit, nuts, and raisins.
5. Drop rounded tablespoons of dough onto the prepared baking sheets, leaving about 2 inches between each cookie.
6. Bake for 10-12 minutes, or until the edges are golden brown.
7. Let the cookies cool on the baking sheets for a few minutes before transferring them to a wire rack to cool completely.",2.793431904258786
Peach Cobbler,"[""1 stick butter, melted"", ""2 large cans peaches"", ""1 c. sugar"", ""1 c. self-rising flour, sifted"", ""1 c. whole milk""][""Melt butter in a 13 x 9-inch pan."", ""Put sliced, drained peaches in butter."", ""Mix together sugar, flour and milk."", ""Pour this batter over peaches."", ""Bake at 425\u00b0 for about 30 minutes."", ""You may add cinnamon or allspice, if desired.""]","Create a recipe for the dish Peach Cobbler. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]

## Peach Cobbler

**Ingredients:**

* 6 cups sliced fresh peaches (about 6-8 peaches)
* 1/2 cup granulated sugar
* 1/4 cup packed light brown sugar
* 2 tablespoons all-purpose flour
* 1 teaspoon ground cinnamon
* 1/4 teaspoon ground nutmeg
* 1/4 cup unsalted butter, melted
* 1 cup all-purpose flour
* 1/2 cup granulated sugar
* 1 teaspoon baking powder
* 1/4 teaspoon salt
* 1/2 cup milk
* 2 tablespoons unsalted butter, cut into small pieces

**Directions:**

1. Preheat oven to 350 degrees F (175 degrees C).
2. In a large bowl, combine the sliced peaches, 1/2 cup granulated sugar, brown sugar, flour, cinnamon, and nutmeg. Toss to coat evenly.
3. Pour the peach mixture into a 9x13 inch baking dish. Drizzle with melted butter.
4. In a separate bowl, whisk together the 1 cup flour, 1/2 cup granulated sugar, baking powder, and salt.
5. In a small bowl, whisk together the milk and 2 tablespoons butter.
6. Gradually add the wet ingredients to the dry ingredients, mixing until just combined. Do not overmix.
7. Drop spoonfuls of the batter over the peach mixture. Dot with the remaining butter pieces.
8. Bake for 40-45 minutes, or until the topping is golden brown and the peaches are bubbly.
9. Let cool for 10-15 minutes before serving. Enjoy warm with a scoop of vanilla ice cream!",2.761709380341204
Beer Battered Fried Shrimp,"[""1/2 c. all-purpose flour"", ""1/2 c. beer"", ""1 tsp. salt"", ""1 1/2 lb. unpeeled, large fresh shrimp"", ""vegetable oil""][""Combine flour, beer and salt in a small bowl. Peel and devein shrimp. Rinse under cold running water and pat dry with paper towels. Pour oil into a saucepan to a depth of 2-inches. Heat to 375\u00b0. Dip shrimp, 1 at a time, into batter and drop into hot oil. Fry, turning once, 1 minute or until lightly browned. Drain on paper towels.""]","Create a recipe for the dish Beer Battered Fried Shrimp. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]


\[title]: Beer Battered Fried Shrimp

[ingredients]: 
[""1 lb large shrimp, peeled and deveined"", ""1 cup all-purpose flour"", ""1/2 cup cornstarch"", ""1 teaspoon salt"", ""1/2 teaspoon black pepper"", ""1/2 teaspoon paprika"", ""1/4 teaspoon cayenne pepper (optional)"", ""1 bottle (12 ounces) of light beer"", ""Vegetable oil for frying""]

[directions]: 
[""In a large bowl, whisk together the flour, cornstarch, salt, pepper, paprika, and cayenne pepper (if using)."", ""In a separate bowl, pour in the beer."", ""Add the shrimp to the beer and let them marinate for at least 30 minutes, or up to 2 hours."", ""Heat about 1 inch of vegetable oil in a large skillet or Dutch oven over medium-high heat to 350 degrees Fahrenheit (175 degrees Celsius)."", ""Dredge each shrimp in the beer batter, making sure to coat it thoroughly."", ""Carefully place the battered shrimp into the hot oil, working in batches to avoid overcrowding the pan."", ""Fry for 2-3 minutes per side, or until golden brown and cooked through."", ""Remove the fried shrimp from the oil with a slotted spoon and drain on paper towels."", ""Serve immediately with your favorite dipping sauces.""]",3.127722680038668
Zucchini Bread,"[""3 eggs"", ""2 c. sugar"", ""1 c. oil"", ""3 c. flour"", ""1/2 tsp. baking powder"", ""1 tsp. soda"", ""1 tsp. salt"", ""2 tsp. cinnamon"", ""1/2 c. nuts"", ""2 c. zucchini"", ""3 tsp. vanilla""][""Mix together first 3 ingredients and beat well. Sift dry ingredients together and add to the first mixture. Stir in zucchini, nuts and vanilla."", ""Bake in 2 loaf pans at 350\u00b0 for 1 hour. Turn out of pan when taken from oven.""]","Create a recipe for the dish Zucchini Bread. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]



## Zucchini Bread

**[ingredients]:** 

* 2 cups grated zucchini (about 2 medium zucchini)
* 1 1/2 cups all-purpose flour
* 1 teaspoon baking soda
* 1/2 teaspoon salt
* 1 teaspoon ground cinnamon
* 1/4 teaspoon ground nutmeg
* 1/2 cup vegetable oil
* 1 cup granulated sugar
* 2 large eggs
* 1 teaspoon vanilla extract
* 1/2 cup chopped walnuts or pecans (optional)

**[directions]:**

1. Preheat oven to 350°F (175°C). Grease and flour a 9x5 inch loaf pan. 
2. In a large bowl, whisk together the flour, baking soda, salt, cinnamon, and nutmeg. 
3. In a separate bowl, combine the zucchini, oil, sugar, eggs, and vanilla extract. Mix well.
4. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Do not overmix.
5. Stir in the nuts, if using.
6. Pour the batter into the prepared loaf pan and spread evenly.
7. Bake for 50-60 minutes, or until a wooden skewer inserted into the center comes out clean.
8. Let the bread cool in the pan for 10 minutes before transferring it to a wire rack to cool completely. 



Enjoy!",2.7797338865557606
Brown Rice Pilaf,"[""2 c. chicken broth"", ""1 c. brown rice (uncooked)"", ""1/2 c. grated raw carrot"", ""1/2 c. finely chopped celery"", ""1/4 c. finely chopped green onions"", ""1 clove garlic, minced"", ""1/2 tsp. salt"", ""1/4 tsp. red pepper"", ""3 Tbsp. slivered almonds, toasted""][""Bring broth to a boil in a heavy saucepan."", ""Stir in rice and rest of ingredients, except almonds."", ""Cover; reduce heat and simmer 25 to 30 minutes or until liquid is absorbed."", ""Stir in almonds."", ""Yields 8 servings.""]","Create a recipe for the dish Brown Rice Pilaf. Include the [ingredients], and [directions]. 
Here is an example of a recipe:\n\[title]: No-Bake Nut Cookies\n [ingredients]: [""1 c. firmly packed brown sugar"", ""1/2 c. evaporated milk"", ""1/2 tsp. vanilla"", ""1/2 c. broken nuts (pecans)"", ""2 Tbsp. butter or margarine"", ""3 1/2 c. bite size shredded rice biscuits""]\n [directions]: [""In a heavy 2-quart saucepan, mix brown sugar, nuts, evaporated milk and butter or margarine."", ""Stir over medium heat until mixture bubbles all over top."", ""Boil and stir 5 minutes more. Take off heat."", ""Stir in vanilla and cereal; mix well."", ""Using 2 teaspoons, drop and shape into 30 clusters on wax paper."", ""Let stand until firm, about 30 minutes.""]


## Brown Rice Pilaf

[ingredients]: 
* 1 cup long-grain brown rice
* 2 cups chicken or vegetable broth
* 1/2 cup chopped onion
* 1/4 cup chopped celery
* 1/4 cup chopped carrot
* 1 tablespoon olive oil
* 1/2 teaspoon salt
* 1/4 teaspoon black pepper
* 1/4 cup chopped fresh parsley (optional)

[directions]: 

1. Rinse the brown rice in a fine-mesh sieve until the water runs clear. 
2. Heat the olive oil in a medium saucepan over medium heat. Add the onion, celery, and carrot and cook, stirring occasionally, until softened, about 5 minutes. 
3. Stir in the rinsed rice and cook for 1 minute, stirring constantly.
4. Pour in the broth, salt, and pepper. Bring to a boil, then reduce heat to low, cover, and simmer for 45-50 minutes, or until the rice is tender and the liquid is absorbed. 
5. Fluff the rice with a fork and stir in the parsley, if using. Serve warm.",3.189572314138926
